Year Company,Set Name,Player Name,Card Number,Cert #,GRADE,TOTAL,Surface,Corners & Edges,Centering,Creases/Dents,Additional Notes,@GradeImg,@SubImg
2025 Panini - 2024 Contenders ,Rookie Ticket - RC - AUTO - K. Vidal,OPENING KICKOFF TICKET,#188,#00451293,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2022 Topps,2022 Bowman,Shohei Ohtani,#68,#00451294,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2023 Topps,2023 Chrome - Black - RC - 65/75,Riley Greene - BLUE,#27,#00451295,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2023 Topps - 2023 Chrome ,Black - RC - 112/150,R. Greene - PURPLE MINI-DIAMOND,#27,#00451296,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2023 Topps - 2023 Chrome ,Black - Rookie Design Variation - RC,Riley Greene,#27,#00451297,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
1989 NBA Hoops,San Antonio Spurs,David Robinson,#138,#00451298,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2025 Panini,2025 Revolution - Shock Wave,Drake Maye,#4,#00451299,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Panini,2025 Revolution - New Wave - RC,Jaxson Dart,#1,#00451300,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps
2025 Panini,2025 Revolution - New Wave - RC,Travis Hunter,#7,#00451301,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps
1975 Topps - '74 Highlights,Steve Busby/Dick Bosman/,Nolan Ryan,#7,#00451129,DEGREE 6,6,2,2,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-6.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2211.eps
1991 Topps,Bowman,Jim Thome,#68,#00451130,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
1992 Fleer,Ultra,Reggie Miller,#78,#00451131,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps
1992 Topps - Stadium Club,Series Two - Beam Team,Charles Barkley,#15,#00451132,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
1989 Topps,Turn Back the Clock,Hank Aaron,#663,#00451133,DEGREE 6,6,2,2,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-6.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2211.eps
1990 Fleer,Rookie Sensation,J.R. Reid,#4,#00451134,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Topps - 2025 All-Star Game ,MLB All-Star Game Greats - 43/50,Terry Steinbach - GOLD,#ASGG-38,#00451135,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2005 Upper Deck - Classic ,Classic Moments - 1037/1999,Jack Morris,#CM-JM,#00451136,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps
1991 Topps,Operation Desert Shield,Terry Steinbach,#625,#00451137,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps
2009 Upper Deck - Greats of the Game ,Old School Swatches - RELIC,Oscar Robertson,#OS-33,#00451307,DEGREE 8,8,2,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2231.eps
2010 Topps - Complete Set ,Chrome Gold Refractors,Mickey Mantle,#3,#00451308,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Topps,Series 1,Rafael Devers - TEAM COLOR,#285,#00451309,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2023 Panini - 2023 USA Baseball S&S,Col. Ntl. Team Sig. - AUTO - 047/100,Rhett Lowder - HOLO,#CNTS-RL,#00451310,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2024 Panini - 2024 Donruss - Optic ,Rated Prospect - AUTO - 17/25,Max Muncy - PANDORA,#183,#00451311,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini,Instant - NBA Draft Night - RC,"Cooper Flagg - PR: 68,380",#NBADN-1,#00451312,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2019 Topps,Series 2,Ohtani Gets Hot,#367,#00451313,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
1969 Topps,2nd Series,Daryle Lamonica,#263,#00451314,DEGREE 5,5,2,2,0,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-5.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2201.eps
2023 Panini,2023 USA Baseball Stars & Stripes,Ethan Holliday,#30,#00451315,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2025 Panini,2025 Crusade,Ethan Holliday,#13,#00451316,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2024 Leaf - 2024 NSCC,Wrapper Redem. - Metal - Base - 1/8,Ethan Holliday - GREEN,#LMB-26,#00451317,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini,2025 Prizm - Dingers! - 129/399,Ethan Holliday - RED PULSAR,#2,#00451318,DEGREE 7,7,2,3,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2311.eps
2025 Panini,2025 Prizm - Dingers!,Ethan Holliday,#2,#00451319,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Leaf,2024 Futures - Future Foil,Ethan Holliday - BRONZE,#FF-13,#00451320,DEGREE 7,7,3,2,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3211.eps
2025 Panini,2025 Prizm,Ethan Holliday,#82,#00451321,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2023 Panini,2023 USA Baseball Stars & Stripes,Ethan Holliday,#30,#00451322,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2025 Topps - 2024 Signature Class ,RCA - Variation - RC - AUTO,Bo Nix,#RCA-BN,#00451363,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2024 Panini,2024 Prestige - Nuclear - RC,Brock Bowers,#N-BBS,#00451364,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps
2024 Panini,2024 Prestige - 951/999,Saquon Barkley - RED XTRA POINTS,#239,#00451365,DEGREE 8,8,2,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2231.eps
2024 Topps - Complete Set ,Rookie Variation - RC,Yoshinobu Yamamoto,#553,#00451366,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Panini,2025 Donruss - The Rookies,Jaxson Dart,#2,#00451367,DEGREE 8,8,3,3,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3311.eps
2025 Panini,2025 Revolution - RC,Tyler Shough - RED ASTRO,#246,#00451368,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2024 Topps,Series 2,Shohei Ohtani,#500,#00451369,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Topps,2025-26 Holiday - Mega Box - RC,Cooper Flagg,#H161,#00451370,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps
2025 Topps,2025-26 Holiday - Mega Box - RC,Liam McNeeley,#H189,#00451371,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps
2024 Panini - 2024 Prizm ,Draft Picks - Rated Prospect,Arch Manning,#192,#00451372,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2025 Topps,Series 1 - Stars of MLB,Shohei Ohtani,#SMLB-10,#00451028,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2017 Topps,Update Series - RC,Aaron Judge,#US166,#00451029,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Topps - Series 1 ,Baseball Stars Auto. - RC - AUTO,Yilber Diaz,#BSA-YD,#00451030,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps
1991 Score,Series 2,American Flag,#737,#00451031,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps
1990 Topps,All-Star Rookie,"Ken Griffey, Jr.",#336,#00451032,DEGREE 6,6,2,2,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-6.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2211.eps
1991 Score,Cooperstown Card,"Ken Griffey, Jr.",#B3,#00451033,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
1991 Score,Series 2 - Rifleman,"Ken Griffey, Jr.",#697,#00451034,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
1990 Topps,#1 Draft Pick,Frank Thomas,#414,#00451035,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps
1991 Score,Series 2 - Bo Breaker,Bo Jackson,#773,#00451036,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps
1988 Fleer,Kansas City Royals,Bo Jackson,#260,#00451037,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps
1990 Score,Bo Jackson,,#697,#00451038,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps
1991 Score,Series 2 - 1st Round Draft Pick,Chipper Jones,#671,#00451039,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
1990 Leaf,Donruss,Bo Jackson,#61,#00451040,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps
1990 Leaf,Donruss - Bonus MVPs,Bo Jackson,#BC-1,#00451041,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps
1990 Leaf,Donruss - King of Kings,Nolan Ryan,#665,#00451042,DEGREE 7,7,3,2,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3211.eps
1990 Leaf,Donruss - Diamond Kings,"Ken Griffey, Jr.",#4,#00451043,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps
1990 Leaf,Donruss - Diamond Kings,Bo Jackson,#1,#00451044,DEGREE 7,7,3,2,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3211.eps
1990 Leaf,Donruss - King of Kings,Nolan Ryan,#665,#00451045,DEGREE 8,8,3,3,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3311.eps
2017 Topps - Update Series ,Storied World Series,1907 Chicago Cubs,#SWS-1,#00451046,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
1991 Topps,Boston Red Sox,Roger Clemens,#530,#00451047,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps
